<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.05.31	07:56:00	8590.9	8592.0	8590.1	8592.0	60	0	1
2022.05.31	07:57:00	8592.1	8594.0	8592.1	8594.0	60	0	1
2022.05.31	07:58:00	8593.9	8594.7	8593.6	8593.6	60	0	1
2022.05.31	07:59:00	8593.5	8594.1	8593.4	8594.0	60	0	1
2022.05.31	08:00:00	8594.1	8594.4	8592.8	8593.4	60	0	1
2022.05.31	08:01:00	8593.5	8594.8	8593.4	8594.6	60	0	1
2022.05.31	08:02:00	8594.7	8594.9	8593.1	8593.6	60	0	1
2022.05.31	08:03:00	8593.7	8594.2	8592.2	8592.2	60	0	1
2022.05.31	08:04:00	8592.1	8592.8	8591.9	8592.6	60	0	1
2022.05.31	08:05:00	8592.7	8593.6	8592.2	8593.2	60	0	1
2022.05.31	08:06:00	8593.3	8593.5	8592.6	8593.4	60	0	1
2022.05.31	08:07:00	8593.5	8593.5	8592.7	8593.0	60	0	1
2022.05.31	08:08:00	8593.1	8594.0	8592.6	8594.0	60	0	1
2022.05.31	08:09:00	8593.9	8594.6	8593.4	8594.6	60	0	1
2022.05.31	08:10:00	8594.7	8594.9	8593.7	8593.8	60	0	1
2022.05.31	08:11:00	8593.9	8594.1	8593.4	8593.4	60	0	1
2022.05.31	08:12:00	8593.3	8594.0	8592.6	8592.8	60	0	1
2022.05.31	08:13:00	8592.9	8593.0	8591.3	8591.4	60	0	1
2022.05.31	08:14:00	8591.5	8592.4	8591.0	8592.4	60	0	1
2022.05.31	08:15:00	8592.3	8592.5	8591.8	8592.0	60	0	1
2022.05.31	08:16:00	8591.9	8592.7	8591.7	8592.4	60	0	1
2022.05.31	08:17:00	8592.3	8592.5	8591.9	8592.2	60	0	1
2022.05.31	08:18:00	8592.1	8592.2	8591.1	8591.2	60	0	1
2022.05.31	08:19:00	8591.3	8591.9	8591.2	8591.4	60	0	1
2022.05.31	08:20:00	8591.3	8592.3	8591.3	8592.0	60	0	1
2022.05.31	08:21:00	8592.1	8592.2	8590.7	8591.6	60	0	1
2022.05.31	08:22:00	8591.5	8593.2	8591.3	8593.2	60	0	1
2022.05.31	08:23:00	8593.3	8593.7	8592.8	8593.0	60	0	1
2022.05.31	08:24:00	8593.1	8593.6	8592.9	8593.2	60	0	1
2022.05.31	08:25:00	8593.3	8593.4	8592.4	8592.6	60	0	1
2022.05.31	08:26:00	8592.7	8593.6	8592.7	8593.4	60	0	1
2022.05.31	08:27:00	8593.3	8593.7	8592.3	8592.4	60	0	1
2022.05.31	08:28:00	8592.3	8593.4	8592.2	8593.2	60	0	1
2022.05.31	08:29:00	8593.3	8593.8	8592.9	8593.6	60	0	1
2022.05.31	08:30:00	8593.5	8594.0	8593.1	8593.4	60	0	1
2022.05.31	08:31:00	8593.5	8593.8	8591.6	8591.6	60	0	1
2022.05.31	08:32:00	8591.5	8591.6	8590.7	8590.8	60	0	1
2022.05.31	08:33:00	8590.7	8591.4	8590.6	8591.2	60	0	1
2022.05.31	08:34:00	8591.3	8593.4	8591.3	8593.4	60	0	1
2022.05.31	08:35:00	8593.3	8593.7	8592.6	8592.6	60	0	1
2022.05.31	08:36:00	8592.5	8592.9	8592.2	8592.6	60	0	1
2022.05.31	08:37:00	8592.7	8593.6	8592.5	8593.6	60	0	1
2022.05.31	08:38:00	8593.7	8594.2	8592.9	8593.6	60	0	1
2022.05.31	08:39:00	8593.7	8593.9	8592.9	8593.4	60	0	1
2022.05.31	08:40:00	8593.5	8594.6	8593.4	8594.4	60	0	1
2022.05.31	08:41:00	8594.3	8594.5	8593.6	8593.6	60	0	1
2022.05.31	08:42:00	8593.7	8594.7	8593.7	8594.4	60	0	1
2022.05.31	08:43:00	8594.3	8595.1	8594.0	8594.4	60	0	1
2022.05.31	08:44:00	8594.5	8594.5	8593.1	8593.2	60	0	1
2022.05.31	08:45:00	8593.1	8593.8	8592.9	8593.6	60	0	1
2022.05.31	08:46:00	8593.5	8593.5	8592.4	8592.4	60	0	1
2022.05.31	08:47:00	8592.3	8593.3	8591.7	8593.0	60	0	1
2022.05.31	08:48:00	8593.1	8593.4	8592.4	8592.4	60	0	1
2022.05.31	08:49:00	8592.5	8593.3	8592.2	8592.8	60	0	1
2022.05.31	08:50:00	8592.7	8593.0	8591.9	8592.4	60	0	1
2022.05.31	08:51:00	8592.3	8592.4	8591.4	8591.4	60	0	1
2022.05.31	08:52:00	8591.3	8593.0	8591.2	8592.8	60	0	1
2022.05.31	08:53:00	8592.7	8592.9	8592.0	8592.2	60	0	1
2022.05.31	08:54:00	8592.3	8593.0	8592.2	8592.8	60	0	1
2022.05.31	08:55:00	8592.9	8593.3	8591.9	8593.0	60	0	1
2022.05.31	08:56:00	8592.9	8594.4	8592.8	8594.2	60	0	1
2022.05.31	08:57:00	8594.1	8595.0	8594.1	8594.8	60	0	1
2022.05.31	08:58:00	8594.9	8595.3	8594.8	8594.8	60	0	1
2022.05.31	08:59:00	8594.9	8595.3	8594.5	8594.8	60	0	1
2022.05.31	09:00:00	8594.7	8595.2	8594.1	8595.2	60	0	1
2022.05.31	09:01:00	8595.3	8595.8	8594.4	8595.8	60	0	1
2022.05.31	09:02:00	8595.9	8596.5	8595.5	8595.6	60	0	1
2022.05.31	09:03:00	8595.7	8597.9	8595.7	8597.6	60	0	1
2022.05.31	09:04:00	8597.5	8597.8	8597.0	8597.0	60	0	1
2022.05.31	09:05:00	8596.9	8597.4	8596.6	8597.4	60	0	1
2022.05.31	09:06:00	8597.3	8597.3	8596.7	8597.0	60	0	1
2022.05.31	09:07:00	8596.9	8597.9	8596.6	8597.0	60	0	1
2022.05.31	09:08:00	8596.9	8597.4	8596.4	8596.8	60	0	1
2022.05.31	09:09:00	8596.9	8597.0	8594.8	8594.8	60	0	1
2022.05.31	09:10:00	8594.7	8594.7	8592.4	8592.4	60	0	1
2022.05.31	09:11:00	8592.3	8592.5	8591.3	8591.8	60	0	1
2022.05.31	09:12:00	8591.9	8592.8	8591.6	8592.4	60	0	1
2022.05.31	09:13:00	8592.3	8593.2	8592.1	8593.0	60	0	1
2022.05.31	09:14:00	8593.1	8593.2	8592.2	8592.4	60	0	1
2022.05.31	09:15:00	8592.5	8592.6	8591.9	8592.4	60	0	1
2022.05.31	09:16:00	8592.3	8593.0	8592.1	8593.0	60	0	1
2022.05.31	09:17:00	8593.1	8593.2	8592.2	8592.6	60	0	1
2022.05.31	09:18:00	8592.7	8593.4	8592.4	8593.2	60	0	1
2022.05.31	09:19:00	8593.3	8593.6	8593.0	8593.4	60	0	1
2022.05.31	09:20:00	8593.3	8594.2	8593.3	8593.8	60	0	1
2022.05.31	09:21:00	8593.9	8595.7	8593.5	8595.2	60	0	1
2022.05.31	09:22:00	8595.3	8596.2	8595.1	8596.0	60	0	1
2022.05.31	09:23:00	8596.1	8596.3	8595.2	8595.4	60	0	1
2022.05.31	09:24:00	8595.5	8595.6	8594.6	8594.6	60	0	1
2022.05.31	09:25:00	8594.5	8595.6	8594.5	8595.4	60	0	1
2022.05.31	09:26:00	8595.3	8595.3	8594.6	8594.8	60	0	1
2022.05.31	09:27:00	8594.7	8595.0	8593.7	8593.8	60	0	1
2022.05.31	09:28:00	8593.9	8595.1	8593.7	8594.0	60	0	1
2022.05.31	09:29:00	8593.9	8594.4	8593.4	8593.8	60	0	1
2022.05.31	09:30:00	8593.9	8594.3	8593.3	8593.6	60	0	1
2022.05.31	09:31:00	8593.5	8594.4	8593.1	8594.0	60	0	1
2022.05.31	09:32:00	8593.9	8594.3	8593.2	8593.2	60	0	1
2022.05.31	09:33:00	8593.3	8593.5	8592.4	8593.4	60	0	1
2022.05.31	09:34:00	8593.5	8593.7	8592.7	8593.0	60	0	1
2022.05.31	09:35:00	8593.1	8593.2	8592.3	8592.6	60	0	1
2022.05.31	09:36:00	8592.7	8593.2	8592.3	8593.2	60	0	1
2022.05.31	09:37:00	8593.1	8593.2	8592.6	8593.0	60	0	1
2022.05.31	09:38:00	8592.9	8593.6	8592.7	8593.6	60	0	1
2022.05.31	09:39:00	8593.7	8594.2	8593.2	8594.0	60	0	1
2022.05.31	09:40:00	8593.9	8594.2	8593.3	8593.4	60	0	1
2022.05.31	09:41:00	8593.5	8593.7	8593.1	8593.6	60	0	1
2022.05.31	09:42:00	8593.7	8595.1	8593.7	8594.6	60	0	1
2022.05.31	09:43:00	8594.5	8594.9	8593.1	8593.2	60	0	1
2022.05.31	09:44:00	8593.3	8594.5	8593.2	8594.2	60	0	1
2022.05.31	09:45:00	8594.1	8594.4	8593.8	8594.0	60	0	1
2022.05.31	09:46:00	8594.1	8594.2	8593.1	8593.4	60	0	1
2022.05.31	09:47:00	8593.5	8594.0	8593.3	8593.4	60	0	1
2022.05.31	09:48:00	8593.3	8593.4	8592.3	8592.6	60	0	1
2022.05.31	09:49:00	8592.7	8593.2	8592.0	8592.6	60	0	1
2022.05.31	09:50:00	8592.5	8592.6	8591.7	8592.4	60	0	1
2022.05.31	09:51:00	8592.3	8594.3	8592.3	8594.2	60	0	1
2022.05.31	09:52:00	8594.3	8594.3	8592.7	8592.8	60	0	1
2022.05.31	09:53:00	8592.7	8593.4	8592.1	8592.4	60	0	1
2022.05.31	09:54:00	8592.3	8593.3	8592.3	8592.4	60	0	1
2022.05.31	09:55:00	8592.3	8593.2	8591.6	8591.6	60	0	1
2022.05.31	09:56:00	8591.7	8591.8	8591.0	8591.4	60	0	1
2022.05.31	09:57:00	8591.3	8591.3	8589.4	8590.2	60	0	1
2022.05.31	09:58:00	8590.3	8591.1	8589.9	8591.0	60	0	1
2022.05.31	09:59:00	8590.9	8591.7	8590.7	8590.8	60	0	1
2022.05.31	10:00:00	8590.7	8590.8	8589.1	8589.4	60	0	1
2022.05.31	10:01:00	8589.3	8589.8	8589.0	8589.2	60	0	1
2022.05.31	10:02:00	8589.1	8589.1	8588.3	8588.6	60	0	1
2022.05.31	10:03:00	8588.5	8588.6	8588.1	8588.2	60	0	1
2022.05.31	10:04:00	8588.1	8588.3	8587.1	8587.4	60	0	1
2022.05.31	10:05:00	8587.5	8588.8	8587.3	8588.6	60	0	1
2022.05.31	10:06:00	8588.5	8588.5	8586.3	8586.4	60	0	1
2022.05.31	10:07:00	8586.5	8587.0	8586.5	8586.6	60	0	1
2022.05.31	10:08:00	8586.5	8587.2	8585.9	8587.2	60	0	1
2022.05.31	10:09:00	8587.3	8587.8	8586.6	8587.0	60	0	1
2022.05.31	10:10:00	8587.1	8588.4	8586.3	8588.4	60	0	1
2022.05.31	10:11:00	8588.5	8588.5	8587.6	8588.0	60	0	1
2022.05.31	10:12:00	8587.9	8588.9	8587.4	8588.6	60	0	1
2022.05.31	10:13:00	8588.5	8588.7	8587.7	8588.0	60	0	1
2022.05.31	10:14:00	8587.9	8588.3	8587.4	8588.2	60	0	1
2022.05.31	10:15:00	8588.3	8588.8	8587.7	8588.2	60	0	1
2022.05.31	10:16:00	8588.1	8589.1	8587.9	8589.0	60	0	1
2022.05.31	10:17:00	8588.9	8589.9	8588.8	8589.8	60	0	1
2022.05.31	10:18:00	8589.9	8590.2	8589.0	8589.4	60	0	1
2022.05.31	10:19:00	8589.3	8589.4	8588.8	8589.0	60	0	1
2022.05.31	10:20:00	8588.9	8589.2	8588.5	8589.0	60	0	1
2022.05.31	10:21:00	8589.1	8590.2	8588.7	8589.8	60	0	1
2022.05.31	10:22:00	8589.9	8590.6	8589.2	8589.4	60	0	1
2022.05.31	10:23:00	8589.3	8589.5	8588.5	8588.6	60	0	1
2022.05.31	10:24:00	8588.7	8589.0	8587.7	8587.8	60	0	1
2022.05.31	10:25:00	8587.9	8588.0	8587.1	8588.0	60	0	1
2022.05.31	10:26:00	8588.1	8588.9	8588.0	8588.6	60	0	1
2022.05.31	10:27:00	8588.7	8589.5	8588.7	8589.4	60	0	1
2022.05.31	10:28:00	8589.5	8589.9	8589.3	8589.8	60	0	1
2022.05.31	10:29:00	8589.9	8590.2	8589.3	8590.2	60	0	1
2022.05.31	10:30:00	8590.3	8590.3	8588.4	8588.4	60	0	1
2022.05.31	10:31:00	8588.5	8589.1	8588.1	8589.0	60	0	1
2022.05.31	10:32:00	8588.9	8589.2	8588.0	8588.6	60	0	1
2022.05.31	10:33:00	8588.7	8589.5	8588.3	8588.4	60	0	1
2022.05.31	10:34:00	8588.3	8588.9	8588.1	8588.8	60	0	1
2022.05.31	10:35:00	8588.9	8589.0	8588.2	8588.8	60	0	1
2022.05.31	10:36:00	8588.7	8589.0	8588.0	8588.2	60	0	1
2022.05.31	10:37:00	8588.1	8588.8	8587.9	8588.8	60	0	1
2022.05.31	10:38:00	8588.9	8589.1	8588.4	8588.6	60	0	1
2022.05.31	10:39:00	8588.7	8589.4	8588.5	8588.8	60	0	1
2022.05.31	10:40:00	8588.9	8589.6	8588.8	8589.4	60	0	1
2022.05.31	10:41:00	8589.5	8591.6	8589.5	8591.6	60	0	1
2022.05.31	10:42:00	8591.5	8592.4	8591.5	8592.4	60	0	1
2022.05.31	10:43:00	8592.5	8592.8	8591.7	8592.0	60	0	1
2022.05.31	10:44:00	8592.1	8592.3	8590.8	8590.8	60	0	1
2022.05.31	10:45:00	8590.7	8590.7	8589.2	8589.2	60	0	1
2022.05.31	10:46:00	8589.1	8589.7	8588.5	8588.6	60	0	1
2022.05.31	10:47:00	8588.5	8589.0	8588.2	8588.6	60	0	1
2022.05.31	10:48:00	8588.7	8588.7	8587.3	8587.6	60	0	1
2022.05.31	10:49:00	8587.7	8587.7	8586.2	8586.6	60	0	1
2022.05.31	10:50:00	8586.5	8586.9	8585.6	8585.6	60	0	1
2022.05.31	10:51:00	8585.5	8587.2	8585.4	8587.2	60	0	1
2022.05.31	10:52:00	8587.3	8589.4	8587.2	8589.4	60	0	1
2022.05.31	10:53:00	8589.5	8589.6	8588.8	8588.8	60	0	1
2022.05.31	10:54:00	8588.7	8589.1	8588.3	8589.0	60	0	1
2022.05.31	10:55:00	8588.9	8590.1	8588.5	8590.0	60	0	1
2022.05.31	10:56:00	8590.1	8590.4	8589.5	8590.2	60	0	1
2022.05.31	10:57:00	8590.1	8590.3	8589.2	8589.2	60	0	1
2022.05.31	10:58:00	8589.3	8590.2	8589.2	8590.0	60	0	1
2022.05.31	10:59:00	8590.1	8590.8	8589.9	8590.8	60	0	1
2022.05.31	11:00:00	8590.9	8591.2	8590.5	8590.6	60	0	1
2022.05.31	11:01:00	8590.7	8591.7	8590.5	8591.6	60	0	1
2022.05.31	11:02:00	8591.7	8592.4	8591.4	8592.2	60	0	1
2022.05.31	11:03:00	8592.3	8592.7	8591.8	8592.4	60	0	1
2022.05.31	11:04:00	8592.5	8593.3	8592.3	8592.8	60	0	1
2022.05.31	11:05:00	8592.9	8593.1	8591.6	8591.6	60	0	1
2022.05.31	11:06:00	8591.7	8591.7	8590.8	8590.8	60	0	1
2022.05.31	11:07:00	8590.9	8591.1	8590.2	8590.2	60	0	1
2022.05.31	11:08:00	8590.1	8590.7	8589.8	8590.0	60	0	1
2022.05.31	11:09:00	8589.9	8590.2	8589.4	8589.6	60	0	1
2022.05.31	11:10:00	8589.5	8590.6	8589.4	8590.2	60	0	1
2022.05.31	11:11:00	8590.1	8590.7	8589.9	8590.6	60	0	1
2022.05.31	11:12:00	8590.5	8591.9	8590.5	8590.8	60	0	1
2022.05.31	11:13:00	8590.9	8591.0	8589.3	8589.6	60	0	1
2022.05.31	11:14:00	8589.7	8590.1	8589.5	8589.8	60	0	1
2022.05.31	11:15:00	8589.9	8590.3	8589.4	8589.8	60	0	1
2022.05.31	11:16:00	8589.9	8590.3	8589.4	8589.8	60	0	1
2022.05.31	11:17:00	8589.9	8590.1	8589.6	8589.6	60	0	1
2022.05.31	11:18:00	8589.7	8589.9	8589.3	8589.6	60	0	1
2022.05.31	11:19:00	8589.5	8589.8	8588.9	8589.0	60	0	1
2022.05.31	11:20:00	8588.9	8589.9	8588.8	8589.2	60	0	1
2022.05.31	11:21:00	8589.3	8589.3	8587.9	8588.8	60	0	1
2022.05.31	11:22:00	8588.7	8588.7	8587.8	8588.2	60	0	1
2022.05.31	11:23:00	8588.1	8588.4	8587.5	8588.0	60	0	1
2022.05.31	11:24:00	8588.1	8588.6	8587.6	8587.8	60	0	1
2022.05.31	11:25:00	8587.9	8588.4	8587.3	8587.6	60	0	1
2022.05.31	11:26:00	8587.7	8588.2	8587.6	8587.8	60	0	1
2022.05.31	11:27:00	8587.9	8588.1	8586.8	8587.0	60	0	1
2022.05.31	11:28:00	8587.1	8588.3	8586.8	8588.2	60	0	1
2022.05.31	11:29:00	8588.1	8588.2	8587.3	8588.2	60	0	1
2022.05.31	11:30:00	8588.3	8588.7	8587.0	8587.4	60	0	1
2022.05.31	11:31:00	8587.5	8587.5	8586.2	8586.4	60	0	1
2022.05.31	11:32:00	8586.5	8588.2	8586.4	8588.2	60	0	1
2022.05.31	11:33:00	8588.1	8588.1	8586.3	8586.4	60	0	1
2022.05.31	11:34:00	8586.5	8586.7	8585.6	8586.2	60	0	1
2022.05.31	11:35:00	8586.1	8586.2	8584.9	8585.0	60	0	1
2022.05.31	11:36:00	8585.1	8585.3	8584.4	8584.8	60	0	1
2022.05.31	11:37:00	8584.9	8585.2	8584.0	8584.2	60	0	1
2022.05.31	11:38:00	8584.1	8584.5	8583.5	8584.0	60	0	1
2022.05.31	11:39:00	8584.1	8584.2	8582.3	8582.8	60	0	1
2022.05.31	11:40:00	8582.7	8583.4	8582.3	8582.6	60	0	1
2022.05.31	11:41:00	8582.5	8582.5	8581.3	8582.0	60	0	1
2022.05.31	11:42:00	8582.1	8583.4	8582.0	8583.4	60	0	1
2022.05.31	11:43:00	8583.5	8584.4	8583.1	8584.4	60	0	1
2022.05.31	11:44:00	8584.5	8585.1	8584.3	8585.0	60	0	1
2022.05.31	11:45:00	8585.1	8585.5	8584.2	8585.2	60	0	1
2022.05.31	11:46:00	8585.1	8585.3	8584.0	8584.2	60	0	1
2022.05.31	11:47:00	8584.3	8585.0	8584.2	8584.6	60	0	1
2022.05.31	11:48:00	8584.7	8585.2	8584.2	8585.0	60	0	1
2022.05.31	11:49:00	8585.1	8585.5	8584.6	8584.8	60	0	1
2022.05.31	11:50:00	8584.9	8585.0	8583.9	8584.6	60	0	1
2022.05.31	11:51:00	8584.7	8585.6	8584.7	8585.4	60	0	1
2022.05.31	11:52:00	8585.5	8586.3	8585.2	8586.2	60	0	1
2022.05.31	11:53:00	8586.1	8586.8	8586.1	8586.8	60	0	1
2022.05.31	11:54:00	8586.9	8587.3	8586.1	8586.8	60	0	1
2022.05.31	11:55:00	8586.7	8587.1	8585.9	8586.0	60	0	1
2022.05.31	11:56:00	8586.1	8587.0	8586.0	8587.0	60	0	1
2022.05.31	11:57:00	8586.9	8587.4	8586.1	8586.2	60	0	1
2022.05.31	11:58:00	8586.3	8586.3	8584.7	8585.0	60	0	1
2022.05.31	11:59:00	8584.9	8586.2	8584.5	8586.0	60	0	1
2022.05.31	12:00:00	8586.1	8587.6	8586.1	8587.6	60	0	1
2022.05.31	12:01:00	8587.7	8588.7	8587.6	8588.6	60	0	1
2022.05.31	12:02:00	8588.7	8589.9	8588.6	8589.6	60	0	1
2022.05.31	12:03:00	8589.5	8590.2	8589.5	8589.8	60	0	1
2022.05.31	12:04:00	8589.7	8590.1	8588.9	8589.8	60	0	1
2022.05.31	12:05:00	8589.9	8591.0	8589.7	8590.6	60	0	1
2022.05.31	12:06:00	8590.7	8591.2	8590.6	8591.0	60	0	1
2022.05.31	12:07:00	8591.1	8592.6	8591.0	8592.6	60	0	1
2022.05.31	12:08:00	8592.7	8593.1	8591.8	8592.8	60	0	1
2022.05.31	12:09:00	8592.7	8592.9	8592.0	8592.2	60	0	1
2022.05.31	12:10:00	8592.3	8592.4	8591.6	8591.8	60	0	1
2022.05.31	12:11:00	8591.9	8592.2	8590.6	8590.8	60	0	1
2022.05.31	12:12:00	8590.9	8590.9	8589.2	8589.4	60	0	1
2022.05.31	12:13:00	8589.3	8590.0	8589.2	8589.2	60	0	1
2022.05.31	12:14:00	8589.1	8589.5	8587.5	8587.6	60	0	1
2022.05.31	12:15:00	8587.5	8587.9	8587.2	8587.8	60	0	1
2022.05.31	12:16:00	8587.9	8588.9	8587.7	8588.8	60	0	1
2022.05.31	12:17:00	8588.7	8591.1	8588.4	8590.8	60	0	1
2022.05.31	12:18:00	8590.7	8591.8	8590.7	8590.8	60	0	1
2022.05.31	12:19:00	8590.9	8591.1	8590.0	8590.2	60	0	1
2022.05.31	12:20:00	8590.1	8590.9	8589.8	8589.8	60	0	1
2022.05.31	12:21:00	8589.9	8590.2	8589.4	8590.2	60	0	1
2022.05.31	12:22:00	8590.3	8590.5	8589.2	8589.2	60	0	1
2022.05.31	12:23:00	8589.1	8589.5	8588.8	8589.2	60	0	1
2022.05.31	12:24:00	8589.3	8589.3	8588.5	8588.6	60	0	1
2022.05.31	12:25:00	8588.7	8589.5	8588.5	8589.0	60	0	1
2022.05.31	12:26:00	8588.9	8589.6	8588.9	8589.4	60	0	1
2022.05.31	12:27:00	8589.5	8590.3	8589.2	8589.4	60	0	1
2022.05.31	12:28:00	8589.5	8589.8	8588.2	8588.2	60	0	1
2022.05.31	12:29:00	8588.1	8588.1	8587.2	8587.2	60	0	1
2022.05.31	12:30:00	8587.3	8588.8	8587.3	8588.6	60	0	1
2022.05.31	12:31:00	8588.5	8588.7	8586.0	8586.6	60	0	1
2022.05.31	12:32:00	8586.7	8587.7	8586.7	8587.6	60	0	1
2022.05.31	12:33:00	8587.5	8588.1	8587.1	8588.0	60	0	1
2022.05.31	12:34:00	8588.1	8588.1	8586.9	8588.0	60	0	1
2022.05.31	12:35:00	8587.9	8588.2	8586.7	8586.8	60	0	1
2022.05.31	12:36:00	8586.7	8586.9	8586.2	8586.6	60	0	1
2022.05.31	12:37:00	8586.5	8586.8	8586.1	8586.8	60	0	1
2022.05.31	12:38:00	8586.9	8588.1	8586.9	8587.8	60	0	1
2022.05.31	12:39:00	8587.9	8588.0	8586.3	8587.2	60	0	1
2022.05.31	12:40:00	8587.3	8588.1	8586.9	8588.0	60	0	1
2022.05.31	12:41:00	8587.9	8589.2	8587.9	8589.0	60	0	1
2022.05.31	12:42:00	8588.9	8590.0	8588.7	8589.8	60	0	1
2022.05.31	12:43:00	8589.7	8590.0	8589.1	8590.0	60	0	1
2022.05.31	12:44:00	8590.1	8590.3	8589.2	8590.2	60	0	1
2022.05.31	12:45:00	8590.1	8590.9	8589.8	8590.8	60	0	1
2022.05.31	12:46:00	8590.9	8591.6	8590.7	8590.8	60	0	1
2022.05.31	12:47:00	8590.7	8590.9	8589.5	8589.8	60	0	1
2022.05.31	12:48:00	8589.7	8590.2	8589.0	8590.2	60	0	1
2022.05.31	12:49:00	8590.3	8590.5	8589.9	8590.0	60	0	1
2022.05.31	12:50:00	8590.1	8590.4	8589.3	8589.6	60	0	1
2022.05.31	12:51:00	8589.5	8589.8	8588.4	8589.0	60	0	1
2022.05.31	12:52:00	8588.9	8589.1	8588.1	8588.2	60	0	1
2022.05.31	12:53:00	8588.3	8588.6	8587.6	8588.2	60	0	1
2022.05.31	12:54:00	8588.3	8589.6	8588.3	8589.6	60	0	1
2022.05.31	12:55:00	8589.7	8589.7	8587.8	8588.2	60	0	1
2022.05.31	12:56:00	8588.1	8588.6	8587.8	8588.4	60	0	1
2022.05.31	12:57:00	8588.5	8589.2	8588.0	8588.6	60	0	1
2022.05.31	12:58:00	8588.7	8589.8	8588.7	8589.4	60	0	1
2022.05.31	12:59:00	8589.5	8590.1	8589.1	8589.8	60	0	1
2022.05.31	13:00:00	8589.7	8590.3	8589.0	8589.6	60	0	1
2022.05.31	13:01:00	8589.7	8590.4	8589.2	8589.6	60	0	1
2022.05.31	13:02:00	8589.7	8590.4	8589.2	8590.2	60	0	1
2022.05.31	13:03:00	8590.1	8590.3	8588.4	8588.4	60	0	1
2022.05.31	13:04:00	8588.3	8588.4	8587.6	8587.8	60	0	1
2022.05.31	13:05:00	8587.9	8588.0	8586.9	8587.0	60	0	1
2022.05.31	13:06:00	8586.9	8587.0	8586.1	8586.6	60	0	1
2022.05.31	13:07:00	8586.5	8587.0	8586.2	8586.2	60	0	1
2022.05.31	13:08:00	8586.1	8586.6	8585.7	8586.4	60	0	1
2022.05.31	13:09:00	8586.5	8588.1	8586.1	8587.6	60	0	1
2022.05.31	13:10:00	8587.5	8588.1	8587.1	8588.0	60	0	1
2022.05.31	13:11:00	8588.1	8588.3	8587.5	8587.8	60	0	1
2022.05.31	13:12:00	8587.7	8588.4	8587.6	8588.4	60	0	1
2022.05.31	13:13:00	8588.3	8588.8	8587.8	8587.8	60	0	1
2022.05.31	13:14:00	8587.9	8588.2	8587.3	8588.2	60	0	1
2022.05.31	13:15:00	8588.3	8589.2	8588.3	8588.4	60	0	1
2022.05.31	13:16:00	8588.5	8588.6	8587.9	8588.2	60	0	1
2022.05.31	13:17:00	8588.1	8588.6	8587.7	8588.2	60	0	1
2022.05.31	13:18:00	8588.3	8588.9	8587.6	8588.8	60	0	1
2022.05.31	13:19:00	8588.9	8589.1	8588.1	8588.6	60	0	1
2022.05.31	13:20:00	8588.5	8588.9	8586.6	8586.6	60	0	1
2022.05.31	13:21:00	8586.7	8587.0	8586.5	8587.0	60	0	1
2022.05.31	13:22:00	8587.1	8587.5	8586.9	8587.2	60	0	1
2022.05.31	13:23:00	8587.1	8587.9	8586.9	8587.8	60	0	1
2022.05.31	13:24:00	8587.7	8588.5	8587.4	8587.6	60	0	1
2022.05.31	13:25:00	8587.7	8588.4	8587.0	8587.0	60	0	1
2022.05.31	13:26:00	8586.9	8586.9	8585.4	8585.6	60	0	1
2022.05.31	13:27:00	8585.5	8586.3	8585.5	8586.0	60	0	1
2022.05.31	13:28:00	8586.1	8587.1	8586.1	8586.8	60	0	1
2022.05.31	13:29:00	8586.9	8587.4	8586.6	8586.6	60	0	1
2022.05.31	13:30:00	8586.7	8587.2	8586.3	8586.4	60	0	1
2022.05.31	13:31:00	8586.5	8586.7	8585.3	8585.4	60	0	1
2022.05.31	13:32:00	8585.3	8586.3	8585.1	8586.0	60	0	1
2022.05.31	13:33:00	8585.9	8586.0	8584.5	8584.6	60	0	1
2022.05.31	13:34:00	8584.5	8585.1	8584.0	8584.8	60	0	1
2022.05.31	13:35:00	8584.7	8585.3	8583.8	8584.0	60	0	1
2022.05.31	13:36:00	8583.9	8584.2	8583.3	8584.0	60	0	1
2022.05.31	13:37:00	8584.1	8584.5	8583.7	8584.2	60	0	1
2022.05.31	13:38:00	8584.3	8585.7	8584.3	8585.0	60	0	1
2022.05.31	13:39:00	8584.9	8585.4	8584.6	8585.0	60	0	1
2022.05.31	13:40:00	8585.1	8585.5	8584.8	8585.2	60	0	1
2022.05.31	13:41:00	8585.1	8585.1	8583.5	8584.2	60	0	1
2022.05.31	13:42:00	8584.3	8585.5	8584.3	8585.4	60	0	1
2022.05.31	13:43:00	8585.5	8585.6	8583.5	8583.6	60	0	1
2022.05.31	13:44:00	8583.5	8584.2	8583.4	8583.6	60	0	1
2022.05.31	13:45:00	8583.5	8583.6	8582.4	8582.4	60	0	1
2022.05.31	13:46:00	8582.3	8583.0	8581.7	8582.6	60	0	1
2022.05.31	13:47:00	8582.7	8583.0	8582.1	8582.4	60	0	1
2022.05.31	13:48:00	8582.5	8583.0	8582.2	8582.6	60	0	1
2022.05.31	13:49:00	8582.5	8583.5	8582.4	8583.2	60	0	1
2022.05.31	13:50:00	8583.1	8584.4	8582.9	8584.4	60	0	1
2022.05.31	13:51:00	8584.5	8584.6	8583.3	8583.6	60	0	1
2022.05.31	13:52:00	8583.5	8583.6	8582.3	8582.8	60	0	1
